16:40:34  Log file: /home/cs24bt033/CS24BT033_Work/code/CIFAR_10/CIFAR_10_Implementation/dispatcher/results/logs/nsga2_ins_loss_20260905_164034.log
16:40:34  Device: cuda:0  |  Pop: 50  |  Gen: 30  |  FC epochs: 30  |  Bias handling: INS class-weighted LOSS (not sampling)  |  GA engine: pymoo
16:40:34  Loading train embeddings...
16:40:34  Embeddings shape: (41872, 64)
16:40:34  Correctness matrix shape: (41872, 4)
16:40:34  INS class weights: [2.3389407e-03 3.5534766e-01 1.1548798e+00 2.4874334e+00]
16:40:34  
Starting search: 50 initial individuals, then 30 generations of 50 offspring each...

17:48:41    [eval # 226]  alpha_sys=99.22%  flops=73.233G
17:48:59    [eval # 227]  alpha_sys=99.28%  flops=86.565G
17:49:18    [eval # 228]  alpha_sys=99.27%  flops=70.731G
17:49:36    [eval # 229]  alpha_sys=99.18%  flops=102.267G
17:49:54    [eval # 230]  alpha_sys=99.33%  flops=147.045G
17:50:12    [eval # 231]  alpha_sys=99.24%  flops=95.534G
17:50:31    [eval # 232]  alpha_sys=99.27%  flops=89.556G
17:50:49    [eval # 233]  alpha_sys=99.38%  flops=245.007G
17:51:07    [eval # 234]  alpha_sys=99.29%  flops=124.205G
17:51:25    [eval # 235]  alpha_sys=99.31%  flops=143.984G
17:51:43    [eval # 236]  alpha_sys=99.34%  flops=119.133G
17:52:01    [eval # 237]  alpha_sys=99.25%  flops=78.247G
17:52:19    [eval # 238]  alpha_sys=99.33%  flops=145.713G
17:52:38    [eval # 239]  alpha_sys=99.25%  flops=87.245G
17:52:56    [eval # 240]  alpha_sys=99.34%  flops=105.462G
17:53:14    [eval # 241]  alpha_sys=99.34%  flops=226.069G
17:53:31    [eval # 242]  alpha_sys=99.34%  flops=192.109G
17:53:50    [eval # 243]  alpha_sys=99.33%  flops=166.797G
17:54:08    [eval # 244]  alpha_sys=99.20%  flops=91.625G
17:54:26    [eval # 245]  alpha_sys=99.09%  flops=46.815G
17:54:44    [eval # 246]  alpha_sys=99.23%  flops=79.994G
17:55:03    [eval # 247]  alpha_sys=99.27%  flops=144.749G
17:55:21    [eval # 248]  alpha_sys=99.13%  flops=44.888G
17:55:39    [eval # 249]  alpha_sys=99.29%  flops=95.034G
17:55:57    [eval # 250]  alpha_sys=99.35%  flops=165.484G
17:55:57  -- Generation 5/30 done  |  best_alpha_sys=99.41%  best_low_flops=44.213G --
17:55:57  Checkpoint -> /home/cs24bt033/CS24BT033_Work/code/CIFAR_10/CIFAR_10_Implementation/dispatcher/results/nsga2/checkpoint_gen005.npz
17:56:15    [eval # 251]  alpha_sys=99.21%  flops=84.821G
17:56:33    [eval # 252]  alpha_sys=99.34%  flops=192.029G
17:56:50    [eval # 253]  alpha_sys=99.14%  flops=45.269G
17:57:08    [eval # 254]  alpha_sys=99.30%  flops=171.888G
17:57:26    [eval # 255]  alpha_sys=99.33%  flops=153.568G
17:57:44    [eval # 256]  alpha_sys=99.16%  flops=55.212G
17:58:01    [eval # 257]  alpha_sys=99.25%  flops=135.870G
17:58:19    [eval # 258]  alpha_sys=99.33%  flops=205.679G
17:58:36    [eval # 259]  alpha_sys=99.35%  flops=143.039G
17:58:54    [eval # 260]  alpha_sys=99.22%  flops=59.848G
17:59:12    [eval # 261]  alpha_sys=99.16%  flops=49.146G
17:59:30    [eval # 262]  alpha_sys=99.23%  flops=104.954G
17:59:48    [eval # 263]  alpha_sys=99.32%  flops=107.072G
18:00:06    [eval # 264]  alpha_sys=99.33%  flops=218.235G
18:00:24    [eval # 265]  alpha_sys=99.36%  flops=178.047G
18:00:43    [eval # 266]  alpha_sys=99.13%  flops=55.052G
18:01:01    [eval # 267]  alpha_sys=99.32%  flops=149.113G
18:01:20    [eval # 268]  alpha_sys=99.34%  flops=114.507G
18:01:39    [eval # 269]  alpha_sys=99.27%  flops=106.025G
18:01:58    [eval # 270]  alpha_sys=99.30%  flops=98.182G
18:02:16    [eval # 271]  alpha_sys=99.10%  flops=58.115G
18:02:34    [eval # 272]  alpha_sys=99.26%  flops=62.131G
18:02:53    [eval # 273]  alpha_sys=99.35%  flops=161.493G
18:03:12    [eval # 274]  alpha_sys=99.13%  flops=47.350G
18:03:31    [eval # 275]  alpha_sys=99.30%  flops=131.262G
18:03:49    [eval # 276]  alpha_sys=99.34%  flops=186.170G
18:04:08    [eval # 277]  alpha_sys=99.27%  flops=91.776G
18:04:27    [eval # 278]  alpha_sys=99.34%  flops=220.018G
18:04:45    [eval # 279]  alpha_sys=99.35%  flops=185.113G
18:05:04    [eval # 280]  alpha_sys=99.33%  flops=128.587G
18:05:23    [eval # 281]  alpha_sys=99.33%  flops=159.936G
18:05:42    [eval # 282]  alpha_sys=99.29%  flops=132.646G
18:06:00    [eval # 283]  alpha_sys=99.27%  flops=106.067G
18:06:20    [eval # 284]  alpha_sys=99.24%  flops=63.780G
18:06:39    [eval # 285]  alpha_sys=99.30%  flops=177.893G
18:06:58    [eval # 286]  alpha_sys=99.29%  flops=122.987G
18:07:17    [eval # 287]  alpha_sys=99.28%  flops=130.833G
18:07:34    [eval # 288]  alpha_sys=99.35%  flops=117.858G
18:07:52    [eval # 289]  alpha_sys=99.23%  flops=134.293G
18:08:11    [eval # 290]  alpha_sys=99.28%  flops=82.382G
18:08:29    [eval # 291]  alpha_sys=99.18%  flops=54.064G
18:08:47    [eval # 292]  alpha_sys=99.33%  flops=108.180G
18:09:05    [eval # 293]  alpha_sys=99.25%  flops=138.316G
18:09:22    [eval # 294]  alpha_sys=99.37%  flops=194.405G
18:09:40    [eval # 295]  alpha_sys=99.28%  flops=94.664G
18:09:58    [eval # 296]  alpha_sys=99.28%  flops=105.306G
18:10:16    [eval # 297]  alpha_sys=99.32%  flops=119.974G
18:10:34    [eval # 298]  alpha_sys=99.33%  flops=93.176G
18:10:52    [eval # 299]  alpha_sys=99.17%  flops=64.510G
18:11:10    [eval # 300]  alpha_sys=99.25%  flops=99.634G
18:11:10  -- Generation 6/30 done  |  best_alpha_sys=99.41%  best_low_flops=44.213G --
18:11:28    [eval # 301]  alpha_sys=99.18%  flops=63.405G
18:11:47    [eval # 302]  alpha_sys=99.35%  flops=145.265G
18:12:05    [eval # 303]  alpha_sys=99.22%  flops=119.008G
18:12:23    [eval # 304]  alpha_sys=99.36%  flops=191.777G
18:12:41    [eval # 305]  alpha_sys=99.33%  flops=150.236G
18:12:59    [eval # 306]  alpha_sys=99.32%  flops=130.480G
18:13:17    [eval # 307]  alpha_sys=99.32%  flops=206.569G
18:13:34    [eval # 308]  alpha_sys=99.19%  flops=64.342G
18:13:51    [eval # 309]  alpha_sys=99.21%  flops=61.252G
18:14:09    [eval # 310]  alpha_sys=99.34%  flops=180.988G
18:14:27    [eval # 311]  alpha_sys=99.34%  flops=156.237G
18:14:45    [eval # 312]  alpha_sys=99.36%  flops=140.646G
18:15:03    [eval # 313]  alpha_sys=99.28%  flops=103.159G
18:15:21    [eval # 314]  alpha_sys=99.28%  flops=152.662G
18:15:39    [eval # 315]  alpha_sys=99.22%  flops=90.258G
18:15:57    [eval # 316]  alpha_sys=99.23%  flops=68.753G
18:16:15    [eval # 317]  alpha_sys=99.35%  flops=202.501G
18:16:32    [eval # 318]  alpha_sys=99.27%  flops=84.418G
18:16:50    [eval # 319]  alpha_sys=99.23%  flops=105.899G
18:17:08    [eval # 320]  alpha_sys=99.28%  flops=125.282G
18:17:25    [eval # 321]  alpha_sys=99.35%  flops=198.286G
18:17:44    [eval # 322]  alpha_sys=99.27%  flops=115.687G
18:18:02    [eval # 323]  alpha_sys=99.31%  flops=144.943G
18:18:19    [eval # 324]  alpha_sys=99.31%  flops=170.165G
18:18:37    [eval # 325]  alpha_sys=99.24%  flops=86.908G
18:18:55    [eval # 326]  alpha_sys=99.36%  flops=157.451G
18:19:13    [eval # 327]  alpha_sys=99.34%  flops=189.878G
18:19:31    [eval # 328]  alpha_sys=99.23%  flops=70.454G
18:19:49    [eval # 329]  alpha_sys=99.21%  flops=68.816G
18:20:06    [eval # 330]  alpha_sys=99.35%  flops=192.758G
18:20:25    [eval # 331]  alpha_sys=99.39%  flops=233.271G
18:20:43    [eval # 332]  alpha_sys=99.35%  flops=223.366G
18:21:01    [eval # 333]  alpha_sys=99.31%  flops=148.152G
18:21:19    [eval # 334]  alpha_sys=99.24%  flops=88.077G
18:21:36    [eval # 335]  alpha_sys=99.20%  flops=69.639G
18:21:55    [eval # 336]  alpha_sys=99.31%  flops=217.619G
18:22:14    [eval # 337]  alpha_sys=99.35%  flops=177.303G
18:22:33    [eval # 338]  alpha_sys=99.30%  flops=93.671G
18:22:51    [eval # 339]  alpha_sys=99.27%  flops=145.571G
18:23:09    [eval # 340]  alpha_sys=99.25%  flops=105.744G
18:23:26    [eval # 341]  alpha_sys=99.30%  flops=113.207G
18:23:45    [eval # 342]  alpha_sys=99.24%  flops=81.380G
18:24:04    [eval # 343]  alpha_sys=99.23%  flops=132.363G
18:24:22    [eval # 344]  alpha_sys=99.34%  flops=248.506G
18:24:40    [eval # 345]  alpha_sys=99.28%  flops=118.744G
18:24:58    [eval # 346]  alpha_sys=99.37%  flops=244.248G
18:25:15    [eval # 347]  alpha_sys=99.30%  flops=190.246G
18:25:33    [eval # 348]  alpha_sys=99.23%  flops=107.518G
18:25:51    [eval # 349]  alpha_sys=99.29%  flops=148.056G
18:26:09    [eval # 350]  alpha_sys=99.29%  flops=94.241G
18:26:09  -- Generation 7/30 done  |  best_alpha_sys=99.41%  best_low_flops=44.213G --
18:26:28    [eval # 351]  alpha_sys=99.31%  flops=113.478G
18:26:44    [eval # 352]  alpha_sys=99.26%  flops=154.093G
18:27:02    [eval # 353]  alpha_sys=99.29%  flops=149.098G
18:27:21    [eval # 354]  alpha_sys=99.36%  flops=148.131G
18:27:39    [eval # 355]  alpha_sys=99.33%  flops=191.782G
18:27:57    [eval # 356]  alpha_sys=99.17%  flops=51.781G
18:28:15    [eval # 357]  alpha_sys=99.27%  flops=78.140G
18:28:33    [eval # 358]  alpha_sys=99.31%  flops=183.955G
18:28:51    [eval # 359]  alpha_sys=99.27%  flops=163.820G
18:29:09    [eval # 360]  alpha_sys=99.28%  flops=80.245G
18:29:26    [eval # 361]  alpha_sys=99.24%  flops=93.469G
18:29:43    [eval # 362]  alpha_sys=99.24%  flops=68.053G
